"EC","total_genes","present_genes","percent"
"1.1.1.213",1,1,100
"1.1.1.357",1,1,100
"1.11.1.6",1,1,100
"1.14.14.18",1,1,100
"1.3.5.1",2,2,100
"2.7.11.1",1,1,100
"3.1.3.16",1,1,100
"3.1.3.48",1,1,100
"3.1.3.67",1,1,100
"3.3.2.9",1,1,100
"7.1.1.2",7,7,100
"7.1.1.8",1,1,100
"7.1.2.2",1,1,100
"2.7.1.153",2,1,50
