"EC","total_genes","present_genes","percent"
"1.16.3.1",1,1,100
"1.4.1.3",1,1,100
"2.4.1.1",2,2,100
"3.1.4.12",1,1,100
"3.6.5.5",1,1,100
"6.3.1.2",1,1,100
"2.3.2.31",2,1,50
"3.1.1.4",1,0,0
