"EC","total_genes","present_genes","percent"
"1.1.1.8",1,1,100
"2.3.1.42",1,1,100
"2.3.1.43",1,1,100
"2.3.1.51",1,1,100
"2.3.1.6",1,1,100
"2.7.1.107",1,1,100
"2.7.1.32",1,1,100
"2.7.1.82",1,1,100
"2.7.7.14",1,1,100
"2.7.7.15",1,1,100
"2.7.8.1",1,1,100
"3.1.1.5",1,1,100
"3.1.3.4",2,2,100
"4.1.1.65",1,1,100
"3.1.1.4",2,1,50
"2.7.8.27",1,0,0
"2.7.8.48",1,0,0
"3.1.4.62",1,0,0
