"EC","total_genes","present_genes","percent"
"2.3.1.51",1,1,100
"2.7.10.1",1,1,100
"2.7.11.1",1,1,100
"3.1.1.3",1,1,100
"3.1.1.79",1,1,100
"2.7.1.153",2,1,50
