"EC","total_genes","present_genes","percent"
"1.14.13.8",1,1,100
"2.3.2.2",1,1,100
"3.4.19.13",1,1,100
"3.4.19.14",1,1,100
"4.1.1.15",1,1,100
"2.3.1.65",1,0,0
"3.1.2.2",1,0,0
"3.1.2.27",1,0,0
