"EC","total_genes","present_genes","percent"
"2.7.1.1",1,1,100
"2.7.11.1",1,1,100
"3.1.3.9",1,1,100
"3.1.4.11",3,3,100
"3.2.1.108",1,1,100
"3.2.1.62",1,1,100
"2.7.1.153",2,1,50
"3.2.1.10",1,0,0
"3.2.1.48",1,0,0
