"EC","total_genes","present_genes","percent"
"1.1.1.102",1,1,100
"2.3.1.199",2,2,100
"2.3.1.296",1,1,100
"2.3.1.297",1,1,100
"2.3.1.298",1,1,100
"2.3.1.50",2,2,100
"2.3.1.51",1,1,100
"2.4.1.80",1,1,100
"3.2.1.45",1,1,100
"1.14.14.177",1,0,0
"4.2.1.152",1,0,0
"4.3.1.3",1,0,0
"5.4.4.7",1,0,0
