"EC","total_genes","present_genes","percent"
"1.14.16.2",1,1,100
"2.7.1.2",1,1,100
"2.7.11.1",1,1,100
"2.7.7.12",1,1,100
"2.7.1.153",2,1,50
"1.14.14.19",1,0,0
"1.14.14.32",1,0,0
